YEAR;MO;DY;T2M;TS;PRECTOTCORR;QV2M;RH2M;WS10M;ALLSKY_SFC_UV_INDEX;PS;;T2M;TS;PRECTOTCORR;T2M;TS;PRECTOTCORR;QV2M;QV2M_PRED
2013;6;23;28.3;28.83;0.8;19.53;81.38;6.41;2.06;100.71;;;;;;;;;
2013;6;24;28.46;28.84;1.5;20.08;83;3.79;1.66;100.82;;;;;;;;;
2013;6;25;27.83;28.55;2.25;19.78;84.69;3.27;1.48;100.95;;;;;;;;;
2013;6;26;28.47;29.29;1.49;20.2;83.44;4.89;2.4;100.82;;;;;;;;;
2013;6;27;28.46;28.9;4.55;20.57;84.88;4.84;2.25;100.77;;;;;;;;;
2013;6;28;28.31;29.07;3.49;19.47;81.44;3.45;1.83;100.77;;;;;;;;;
2013;6;29;27.26;28.46;2.4;19.35;85.56;3.2;1.79;100.91;;;;;;;;;
2013;6;30;27.93;28.69;2.71;19.29;82.12;3.36;2.15;100.82;;;;;;;;;
2013;7;1;28.22;29.07;2.56;19.71;82.56;3.34;1.71;100.83;;;;;;;;;
2013;7;2;28.94;29.38;1.7;19.59;78.81;3.66;2.44;100.91;;;;;;;;;
2013;7;3;29.23;29.86;0.93;19.78;78.56;5.31;2.52;100.86;;;;;;;;;
2013;7;4;29.16;29.8;2.9;19.65;78.31;5.83;2.45;100.84;;;;;;;;;
2013;7;5;28.62;29.19;8.13;19.47;79.75;5.05;2.13;100.8;;;;;;;;;
2013;7;6;28.8;29.48;3.37;19.29;78.44;5.46;2.46;100.72;;;;;;;;;
2013;7;7;28.8;29.41;6.16;19.71;80.06;5.98;2.22;100.67;;;;;;;;;
2013;7;8;28.44;28.8;13.31;20.39;84.38;4.17;1.93;100.83;;;;;;;;;
2013;7;9;28.71;29.08;5.29;20.51;83.56;5.33;2.55;100.76;;;;;;;;;
2013;7;10;28.55;29.21;3.86;19.41;79.94;4.88;2.23;100.8;;;;;;;;;
2013;7;11;27.31;28.52;1.58;18.92;83.56;3.35;1.65;100.9;;;;;;;;;
2013;7;12;27.88;28.7;1.69;19.65;83.94;3.21;-999;100.88;;;;;;;;;
2013;7;13;28.53;29.05;1.5;20.02;82.31;4.01;2.3;100.81;;;;;;;;;
2013;7;14;28.35;28.7;0.51;19.71;82.06;5.13;2.18;100.72;;;;;;;;;
2013;7;15;28.62;28.91;0.87;20.32;83;5.2;2.2;100.61;;;;;;;;;
2013;7;16;29.15;29.23;1.53;20.57;81.69;4.3;2.18;100.65;;;;;;;;;
2013;7;17;29.08;29.36;0.68;20.51;81.81;5.31;1.95;100.65;;;;;;;;;
2013;7;18;28.51;29.1;1.24;19.78;81.44;4.73;2.27;100.8;;;;;;;;;
2013;7;19;28.05;28.88;2.52;19.84;83.81;3.16;2.1;100.84;;;;;;;;;
2013;7;20;28.66;29.13;2.03;19.78;80.75;4.62;1.97;100.76;;;;;;;;;
2013;7;21;28.64;29.44;0.86;19.41;79.69;5.22;2.34;100.75;;;;;;;;;
2013;7;22;28.08;28.73;1.48;19.35;81.75;3.8;1.92;100.88;;;;;;;;;
2013;7;23;28.83;29.29;1.03;20.08;81.12;4.28;2.47;100.74;;;;;;;;;
2013;7;24;28.55;29.06;1.58;20.26;82.88;4.62;2.52;100.56;;;;;;;;;
2013;7;25;28.95;29.52;3.73;20.63;82.94;4.21;2.52;100.73;;;;;;;;;
2013;7;26;28.76;29.4;6.42;19.96;81.25;3.73;2.18;100.9;;;;;;;;;
2013;7;27;28.8;29.15;4.56;19.78;80.25;4.39;1.95;100.83;;;;;;;;;
2013;7;28;28.69;29.22;4.64;19.96;81.56;4.22;2.52;100.8;;;;;;;;;
2013;7;29;28.58;29.26;3.44;19.9;81.75;4.43;2.41;100.91;;;;;;;;;
2013;7;30;28.04;29.01;1.3;19.78;83.94;4.05;2.19;101.01;;;;;;;;;
2013;7;31;28.81;29.29;1.07;19.96;80.94;4.33;2.2;100.87;;;;;;;;;
2013;8;1;28.38;28.98;1.7;20.02;82.94;4.38;1.63;100.82;;;;;;;;;
2013;8;2;27.95;28.76;1.36;19.96;84.69;4.2;1.77;100.88;;;;;;;;;
2013;8;3;28.86;29.23;2.46;20.45;82.5;3.89;2.38;100.83;;;;;;;;;
2013;8;4;29.01;29.13;6.24;20.39;81.75;4.69;2.23;100.73;;;;;;;;;
2013;8;5;28.6;29.02;3.42;20.39;83.44;4.43;1.96;100.78;;;;;;;;;
2013;8;6;28.41;28.93;0.97;19.9;82.38;6.4;2.18;100.73;;;;;;;;;
2013;8;7;28.44;28.78;3.74;19.84;82;5.65;2.07;100.69;;;;;;;;;
2013;8;8;28.08;28.6;14.05;19.71;83.06;5.38;1.85;100.68;;;;;;;;;
2013;8;9;27.76;28.47;24.11;19.59;84.19;3.84;1.65;100.81;;;;;;;;;
2013;8;10;28.08;28.67;24.45;19.53;82.31;3.49;2.23;100.8;;;;;;;;;
2013;8;11;28.08;28.57;31.81;19.29;81.38;3.34;1.72;100.79;;;;;;;;;
2013;8;12;26.72;27.94;8.43;18.25;83.44;2.8;1.52;100.86;;;;;;;;;
2013;8;13;27.58;28.86;0.75;17.88;77.81;3.13;2.07;100.86;;;;;;;;;
2013;8;14;29.25;29.65;1.37;20.39;80.56;4.12;2.63;100.64;;;;;;;;;
2013;8;15;29.27;29.57;1.43;21;82.62;3.77;2.52;100.63;;;;;;;;;
2013;8;16;28.39;28.9;1.94;19.71;81.81;5.27;1.34;100.72;;;;;;;;;
2013;8;17;28.21;28.73;2.67;20.02;83.88;4.7;1.98;100.77;;;;;;;;;
2013;8;18;28.23;28.68;2.1;19.71;82.69;3.95;2;100.81;;;;;;;;;
2013;8;19;28.25;28.69;2.76;20.14;84.12;4.58;2.29;100.71;;;;;;;;;
2013;8;20;28.62;29.07;3.07;20.2;82.62;4.46;1.96;100.66;;;;;;;;;
2013;8;21;28.29;29.25;2.95;19.84;82.75;3.98;2.31;100.7;;;;;;;;;
2013;8;22;28.45;29.16;2.03;19.1;79.12;2.84;2.44;100.65;;;;;;;;;
2013;8;23;28.94;29.18;5.17;19.78;79.38;3.23;-999;100.57;;;;;;;;;
2013;8;24;28.4;28.74;12.52;20.02;82.75;4.39;1.94;100.77;;;;;;;;;
2013;8;25;28.23;28.69;5.26;19.23;80.56;4.52;1.85;100.9;;;;;;;;;
2013;8;26;27.97;28.76;11.72;19.71;83.75;3.48;1.73;100.88;;;;;;;;;
2013;8;27;27.97;28.58;9.78;19.53;82.94;3.03;1.38;100.87;;;;;;;;;
2013;8;28;27.68;28.52;10.87;19.84;85.62;2.91;2.39;100.88;;;;;;;;;
2013;8;29;28.79;28.96;9.62;20.26;82.38;4.24;2.33;100.8;;;;;;;;;
2013;8;30;28.16;28.69;5.85;19.53;82.25;3.95;1.54;100.86;;;;;;;;;
2013;8;31;27.89;28.69;4.42;18.8;80.44;2.52;2.41;100.87;;;;;;;;;
2013;9;1;27.43;28.42;15.71;19.29;84.56;3.49;1.7;100.85;;;;;;;;;
2013;9;2;27.56;28.42;14.48;19.23;83.75;2.59;2.27;100.89;;;;;;;;;
2013;9;3;27.94;28.66;26.4;19.47;82.69;3.3;2;100.82;;;;;;;;;
2013;9;4;28.07;28.66;17.15;19.41;82.06;4.26;2.18;100.86;;;;;;;;;
2013;9;5;28.15;29.06;10.43;19.17;80.56;2.75;2.34;100.9;;;;;;;;;
2013;9;6;27.17;28.55;33.73;18.55;82.56;3.38;1.54;100.88;;;;;;;;;
2013;9;7;26.75;28.38;16.69;18.19;82.88;3.56;2.21;100.93;;;;;;;;;
2013;9;8;27.73;28.98;2.82;17.94;77.25;2.52;2.48;100.87;;;;;;;;;
2013;9;9;27.92;28.8;8.44;19.65;83.62;3.47;1.99;100.9;;;;;;;;;
2013;9;10;28.76;29.19;23.85;20.51;83.12;3.06;2.2;100.81;;;;;;;;;
2013;9;11;28.17;28.83;33.77;19.78;83;3.31;1.99;100.83;;;;;;;;;
2013;9;12;27.73;28.73;13.57;18.92;81.38;2.46;2.12;100.75;;;;;;;;;
2013;9;13;27.94;28.86;2.7;18.92;80.31;2.41;2.26;100.58;;;;;;;;;
2013;9;14;28.64;29.01;3.74;19.71;80.38;3.15;1.67;100.58;;;;;;;;;
2013;9;15;29.26;29.3;3.43;20.75;81.62;3.27;2.3;100.64;;;;;;;;;
2013;9;16;28.9;28.98;5.25;21.24;85.12;3.61;1.98;100.62;;;;;;;;;
2013;9;17;28.75;29;7.08;20.57;83.31;2.72;2.31;100.59;;;;;;;;;
2013;9;18;28.15;28.66;9.24;20.57;86.25;4.11;1.96;100.72;;;;;;;;;
2013;9;19;27.42;28.38;7.19;19.35;84.75;2.95;1.29;100.95;;;;;;;;;
2013;9;20;28.23;29.17;2.33;18.74;78.38;2.73;2.36;100.88;;;;;;;;;
2013;9;21;28.44;29.05;3.47;20.51;84.56;3.58;2.36;100.66;;;;;;;;;
2013;9;22;28.88;29.27;5.05;20.69;83.19;2.73;2.37;100.66;;;;;;;;;
2013;9;23;28.8;29.36;4.29;21.06;84.88;2.92;2.11;100.71;;;;;;;;;
2013;9;24;29.37;29.4;8.02;20.69;80.94;1.54;1.84;100.64;;;;;;;;;
2013;9;25;28.82;29.04;5.97;21;84.69;3.02;1.99;100.62;;;;;;;;;
2013;9;26;28.75;28.78;10.29;20.57;83.44;3.17;0.34;100.67;;;;;;;;;
2013;9;27;28.03;28.76;7.41;19.47;82.5;2.72;2.25;100.77;;;;;;;;;
2013;9;28;28.06;28.68;10.82;19.17;81.19;3.25;0.37;100.86;;;;;;;;;
2013;9;29;27.79;28.73;8.04;18.37;79.25;1.48;2.3;100.93;;;;;;;;;
2013;9;30;26.9;28.45;5.78;18.68;84.69;3.28;1.68;100.99;;;;;;;;;
2013;10;1;27.88;28.45;2.98;19.71;84.19;3.45;2.3;100.88;;;;;;;;;
2013;10;2;28.36;29.19;4.35;20.02;82.94;3.99;2.48;100.67;;;;;;;;;
2013;10;3;28.59;29.04;11.77;20.2;82.81;4.33;2.46;100.64;;;;;;;;;
2013;10;4;27.69;28.43;8.76;20.02;86.25;3.19;0.69;100.83;;;;;;;;;
2013;10;5;27.86;28.84;2.34;19.35;82.75;2.45;2.06;100.84;;;;;;;;;
2013;10;6;28.42;28.83;5.04;20.51;84.69;3.48;2.27;100.77;;;;;;;;;
2013;10;7;28.55;28.95;8.26;20.08;82.44;3.15;1.51;100.78;;;;;;;;;
2013;10;8;28.47;29;2.72;20.26;83.56;3.59;1.98;100.75;;;;;;;;;
2013;10;9;28.55;28.9;3.05;20.57;84.31;3.87;2.11;100.74;;;;;;;;;
2013;10;10;28.55;28.82;7.61;20.69;84.62;4.26;1.73;100.63;;;;;;;;;
2013;10;11;27.73;28.44;5.66;19.53;84;3.7;1.16;100.7;;;;;;;;;
2013;10;12;28.3;29.13;4.19;19.71;81.94;3.3;2.07;100.69;;;;;;;;;
2013;10;13;28.09;28.65;7.76;20.39;85.81;5.04;0.99;100.68;;;;;;;;;
2013;10;14;28.12;28.58;6.82;19.53;82.12;3.52;1.87;100.74;;;;;;;;;
2013;10;15;27.67;28.59;6.33;18.98;82.06;2.75;1.55;100.81;;;;;;;;;
2013;10;16;27.48;28.62;9.96;18.8;82.25;2.58;1.22;100.89;;;;;;;;;
2013;10;17;27.55;28.83;5.9;18.68;81.44;2.97;2.28;100.93;;;;;;;;;
2013;10;18;28.45;29.15;1.79;18.98;78.62;3.4;2.29;100.82;;;;;;;;;
2013;10;19;28.57;28.83;3.34;19.47;79.94;2.98;1.92;100.74;;;;;;;;;
2013;10;20;27.97;28.43;3.89;20.08;85.06;4;2.21;100.75;;;;;;;;;
2013;10;21;28.64;28.87;5.5;20.32;83.06;4.3;1.66;100.73;;;;;;;;;
2013;10;22;27.81;28.61;3.1;19.71;84.38;3.7;1.35;100.76;;;;;;;;;
2013;10;23;27.64;28.51;1.37;19.23;83.12;2.97;1.88;100.76;;;;;;;;;
2013;10;24;28.64;29.01;2.58;19.9;81.12;2.76;2.12;100.69;;;;;;;;;
2013;10;25;29.16;29.19;4.31;20.57;81.44;3.52;2.25;100.68;;;;;;;;;
2013;10;26;28.58;29.02;7.97;20.26;82.81;2.97;1.98;100.71;;;;;;;;;
2013;10;27;28.45;29.17;8.48;19.96;82.38;3.17;2.1;100.75;;;;;;;;;
2013;10;28;28.65;29.22;12.95;20.08;81.88;3.59;2.18;100.77;;;;;;;;;
2013;10;29;28.8;29.34;3.81;19.65;79.69;5.88;2.26;100.69;;;;;;;;;
2013;10;30;28.73;29.14;6.72;20.26;82.44;4.39;2.24;100.67;;;;;;;;;
2013;10;31;28.88;29.32;14.34;19.41;78.12;4.63;2.2;100.67;;;;;;;;;
2013;11;1;28;28.55;9.53;17.88;76;3.95;1.54;100.72;;;;;;;;;
2013;11;2;27.44;28.47;16.05;17.64;77.38;3.16;1.92;100.89;;;;;;;;;
2013;11;3;27.3;28.46;11.85;18.62;82.31;4.2;2.07;100.92;;;;;;;;;
2013;11;4;27.4;28.81;6.17;18.43;80.88;3.46;1.84;100.87;;;;;;;;;
2013;11;5;27.63;28.98;0.86;18.13;78.62;2.76;2.06;100.79;;;;;;;;;
2013;11;6;27.81;28.76;8.24;18.8;80.69;2.95;1.99;100.81;;;;;;;;;
2013;11;7;27.16;28.37;5.35;18.49;82.31;2.98;1.5;100.82;;;;;;;;;
2013;11;8;27.08;28.65;0.58;18.07;80.81;3.09;1.91;100.83;;;;;;;;;
2013;11;9;27.47;28.73;2.32;18.8;82.12;2.84;1.98;100.83;;;;;;;;;
2013;11;10;28.29;28.69;3.48;19.96;82.94;4.44;1.85;100.69;;;;;;;;;
2013;11;11;28.58;28.84;1.89;19.84;81.31;5.02;2.16;100.62;;;;;;;;;
2013;11;12;28.62;28.98;0.83;20.32;83;5.31;2.02;100.49;;;;;;;;;
2013;11;13;28.24;28.58;1.56;19.96;83.25;4.16;1.73;100.57;;;;;;;;;
2013;11;14;28.19;28.48;0.98;20.45;85.44;3.86;1.88;100.66;;;;;;;;;
2013;11;15;28.57;29.1;0.41;19.96;81.69;3.86;1.88;100.61;;;;;;;;;
2013;11;16;28.69;29.18;0.33;20.45;83.25;6.68;2.02;100.59;;;;;;;;;
2013;11;17;28.6;29.26;0.6;20.08;81.88;6.9;2.05;100.55;;;;;;;;;
2013;11;18;27.93;28.73;0.11;18.74;79.62;7.73;2.09;100.54;;;;;;;;;
2013;11;19;28.02;29.19;0.55;19.1;80.69;4.1;-999;100.63;;;;;;;;;
2013;11;20;28.23;29.28;0.32;18.55;77.88;3.98;2.03;100.81;;;;;;;;;
2013;11;21;28.17;28.98;0.63;18.92;79.62;5.41;1.95;100.85;;;;;;;;;
2013;11;22;27.93;28.37;1.23;19.1;81.19;6.03;1.86;100.71;;;;;;;;;
2013;11;23;28.3;28.92;1.56;19.29;80.44;5.62;1.99;100.6;;;;;;;;;
2013;11;24;28.1;28.69;3.33;19.17;80.81;4.06;1.82;100.7;;;;;;;;;
2013;11;25;28;28.6;1.44;18.8;79.75;4.25;1.82;100.78;;;;;;;;;
2013;11;26;28.04;28.68;1.84;19.47;82.31;4.22;2.02;100.7;;;;;;;;;
2013;11;27;28.28;29.06;1.75;19.47;81.25;4.25;1.99;100.65;;;;;;;;;
2013;11;28;28.05;28.8;0.94;18.43;78.06;8.73;2.11;100.74;;;;;;;;;
2013;11;29;27.98;28.8;0.06;18.19;77.44;7.58;2.05;100.74;;;;;;;;;
2013;11;30;27.84;28.54;0.08;18.07;77.44;7.39;1.91;100.71;;;;;;;;;
2013;12;1;27.82;28.65;0.07;18.25;78.25;7.08;1.94;100.7;;;;;;;;;
2013;12;2;27.67;28.65;0.23;18.31;79.38;5.77;1.91;100.75;;;;;;;;;
2013;12;3;27.36;28.16;0.42;18.86;83.06;5.19;1.35;100.93;;;;;;;;;
2013;12;4;27.8;28.23;0.67;19.41;83.31;6.27;-999;100.86;;;;;;;;;
2013;12;5;28.16;28.53;0.81;19.78;83;7.34;1.83;100.72;;;;;;;;;
2013;12;6;28.08;28.72;0.6;19.47;82.25;6.25;1.95;100.71;;;;;;;;;
2013;12;7;27.94;28.69;1.13;18.86;80.38;7.39;1.98;100.76;;;;;;;;;
2013;12;8;27.92;28.65;0.42;18.01;77.12;7.32;1.98;100.81;;;;;;;;;
2013;12;9;27.76;28.61;1.46;18.01;77.69;4.43;1.95;100.89;;;;;;;;;
2013;12;10;27.4;28.11;1.93;19.41;85.31;3.98;1.74;100.93;;;;;;;;;
2013;12;11;28.02;28.65;0.94;19.47;82.62;6.73;2;100.82;;;;;;;;;
2013;12;12;27.86;28.88;0.09;18.8;80.44;7.3;2.03;100.72;;;;;;;;;
2013;12;13;27.87;28.43;0.23;19.17;81.69;8.05;2.03;100.54;;;;;;;;;
2013;12;14;28.03;28.75;0.26;19.29;81.44;4.79;1.7;100.58;;;;;;;;;
2013;12;15;27.89;28.54;0.5;19.53;83.38;3.59;1.95;100.7;;;;;;;;;
2013;12;16;28.01;28.97;0.3;19.41;82.31;5.85;2.04;100.63;;;;;;;;;
2013;12;17;27.79;28.51;3.73;18.86;81;7.3;1.84;100.69;;;;;;;;;
2013;12;18;27.4;28.09;6.98;18.13;79.81;5.27;1.56;100.78;;;;;;;;;
2013;12;19;27.71;28.65;0.42;18.13;78.38;7.17;1.9;100.75;;;;;;;;;
2013;12;20;27.65;28.84;0.02;17.46;75.94;6.7;1.95;100.66;;;;;;;;;
2013;12;21;27.54;28.68;0.01;17.09;74.88;6.72;2.09;100.68;;;;;;;;;
2013;12;22;27.5;28.68;0;17.03;74.94;6.5;2.05;100.76;;;;;;;;;
2013;12;23;27.4;28.8;0;17.03;75.56;5.65;2.02;100.87;;;;;;;;;
2013;12;24;27.4;28.8;0.01;17.33;76.69;6.87;1.98;100.88;;;;;;;;;
2013;12;25;26.81;28.35;0;16.97;77.62;6.48;1.98;100.87;;;;;;;;;
2013;12;26;27.17;28.55;0.01;17.46;78.06;5.56;1.84;100.95;;;;;;;;;
2013;12;27;27.94;28.87;0.01;18.8;80.5;5.73;1.86;100.85;;;;;;;;;
2013;12;28;28.15;28.88;0;19.1;80.44;7.34;1.85;100.68;;;;;;;;;
2013;12;29;28.33;29.06;0;18.37;76.69;6.81;1.99;100.54;;;;;;;;;
2013;12;30;27.89;28.9;0;18.55;79.38;8.16;-999;100.6;;;;;;;;;
2013;12;31;28.07;29.08;0.01;18.62;79;7.66;1.98;100.69;;;;;;;;;
2014;1;1;27.94;29.18;0.06;18.37;78.5;7.29;2.11;100.66;;;;;;;;;
2014;1;2;27.61;29.07;0.05;17.94;78.25;5.03;2.01;100.64;;;;;;;;;
2014;1;3;28;29.23;0.06;18.37;78.44;5.76;2.05;100.61;;;;;;;;;
2014;1;4;28.07;29.31;0.1;18.49;78.31;7.31;1.96;100.57;;;;;;;;;
2014;1;5;27.93;29.13;0.01;18.31;78.12;6.41;1.94;100.62;;;;;;;;;
2014;1;6;27.58;28.59;0.07;18.74;81.56;5.12;1.85;100.66;;;;;;;;;
2014;1;7;27.25;28.13;0.38;18.25;81;7.2;1.76;100.76;;;;;;;;;
2014;1;8;27.84;29.13;0.48;18.19;78.38;7.09;2.09;100.8;;;;;;;;;
2014;1;9;27.94;29.36;0.01;17.58;75.31;6.72;2.09;100.77;;;;;;;;;
2014;1;10;27.52;29.06;0;16.91;74.38;6.99;2.25;100.71;;;;;;;;;
2014;1;11;27.67;29.01;0;16.6;72.88;6.48;2.04;100.84;;;;;;;;;
2014;1;12;27.43;28.88;0;17.03;75.31;7.96;2.12;100.92;;;;;;;;;
2014;1;13;27.31;28.8;0;16.78;74.75;7.36;2.04;100.82;;;;;;;;;
2014;1;14;27.73;29.16;0;17.58;76.38;5.63;2.08;100.8;;;;;;;;;
2014;1;15;27.84;29.28;0;17.82;76.88;5.84;-999;100.72;;;;;;;;;
2014;1;16;27.76;29.37;0;17.76;76.88;6.2;2.08;100.68;;;;;;;;;
2014;1;17;27.6;29.22;0;17.27;75.44;8.12;2.08;100.72;;;;;;;;;
2014;1;18;27.81;29.06;0;18.19;78.44;7.45;1.98;100.79;;;;;;;;;
2014;1;19;27.76;28.64;0.01;18.8;81.06;7.34;1.84;100.82;;;;;;;;;
2014;1;20;27.94;28.94;0.01;18.55;79.25;7.25;1.9;100.69;;;;;;;;;
2014;1;21;27.78;29.23;0;17.64;76.06;6.77;1.92;100.63;;;;;;;;;
2014;1;22;27.3;28.98;0;17.15;76.12;8.68;2.05;100.8;;;;;;;;;
2014;1;23;27.13;28.69;0;16.91;76;9.58;2.08;100.89;;;;;;;;;
2014;1;24;27.48;28.91;0;17.52;77.19;8.87;2.12;100.85;;;;;;;;;
2014;1;25;27.18;28.69;0;16.78;75.12;9.84;2.06;100.81;;;;;;;;;
2014;1;26;27.59;29.3;0;16.54;72.5;7.53;2.18;100.8;;;;;;;;;
2014;1;27;27.88;29.53;0;17.03;73.44;6.38;2.07;100.7;;;;;;;;;
2014;1;28;28;29.68;0;17.33;74.06;7.66;1.95;100.69;;;;;;;;;
2014;1;29;28.08;29.86;0;16.78;71.44;7.02;2.05;100.63;;;;;;;;;
2014;1;30;27.74;29.72;0;16.48;71.25;7.98;2.03;100.67;;;;;;;;;
2014;1;31;27.74;29.69;0;16.05;69.56;7.64;2.17;100.61;;;;;;;;;
2014;2;1;27.55;29.59;0;16.24;71.12;8.17;2.11;100.64;;;;;;;;;
2014;2;2;27.84;30.06;0;16.54;71.31;6.81;2.12;100.68;;;;;;;;;
2014;2;3;27.78;29.95;0.01;17.64;76.31;6.87;2.12;100.67;;;;;;;;;
2014;2;4;27.71;29.8;0;17.09;74.31;7.87;2.1;100.66;;;;;;;;;
2014;2;5;27.83;29.95;0;16.72;72.25;7.7;2.27;100.72;;;;;;;;;
2014;2;6;27.78;29.8;0;16.48;71.56;8.27;2.02;100.77;;;;;;;;;
2014;2;7;27.77;29.88;0.01;17.03;74.06;8.19;2.11;100.76;;;;;;;;;
2014;2;8;28.01;30.02;0.01;17.64;75.31;8.19;2.27;100.63;;;;;;;;;
2014;2;9;27.99;30.23;0;17.7;75.62;7.41;2.23;100.6;;;;;;;;;
2014;2;10;27.98;30.02;0.01;17.82;76.12;8.15;2.13;100.58;;;;;;;;;
2014;2;11;28.28;30.26;0.01;17.88;75.12;7.21;2.22;100.57;;;;;;;;;
2014;2;12;28.38;30.4;0.01;17.88;74.56;6.55;2.26;100.55;;;;;;;;;
2014;2;13;28.52;30.23;0.02;18.19;75.06;3.89;-999;100.62;;;;;;;;;
2014;2;14;28.01;29.79;0.01;18.37;78.25;7.12;1.78;100.75;;;;;;;;;
2014;2;15;27.98;29.55;0.03;17.82;76.19;7.94;2.05;100.81;;;;;;;;;
2014;2;16;27.61;29.75;0;17.15;74.88;9.66;2.25;100.76;;;;;;;;;
2014;2;17;27.64;29.6;0;16.36;71.5;10.3;2.53;100.74;;;;;;;;;
2014;2;18;27.4;29.41;0;16.05;71;10.55;2.38;100.73;;;;;;;;;
2014;2;19;27.4;29.51;0;16.05;71.06;8.67;2.4;100.67;;;;;;;;;
2014;2;20;27.9;29.83;0;16.72;72.06;7.97;2.19;100.64;;;;;;;;;
2014;2;21;27.79;29.91;0;16.72;72.44;7.15;2.3;100.63;;;;;;;;;
2014;2;22;27.8;29.86;0.01;16.72;72.62;7.8;2.33;100.68;;;;;;;;;
2014;2;23;27.62;29.79;0.01;16.85;73.62;8.72;2.35;100.7;;;;;;;;;
2014;2;24;27.54;29.85;0;16.72;73.56;8.11;2.28;100.7;;;;;;;;;
2014;2;25;27.51;29.65;0;16.85;74.06;8.71;2.14;100.65;;;;;;;;;
2014;2;26;27.55;29.8;0;17.4;75.88;7.43;2.21;100.64;;;;;;;;;
2014;2;27;27.16;29.3;0;17.52;78.12;8.11;2.2;100.77;;;;;;;;;
2014;2;28;27.19;29.5;0.01;17.52;78.31;7.04;1.99;100.94;;;;;;;;;
2014;3;1;27.14;28.98;0.02;16.66;74.81;9.78;2.34;100.99;;;;;;;;;
2014;3;2;26.68;28.58;0;15.87;73.25;9.1;2.49;100.92;;;;;;;;;
2014;3;3;27.56;29.83;0.01;16.6;73;6.52;2.55;100.77;;;;;;;;;
2014;3;4;27.84;29.94;0;16.72;72.25;6.07;-999;100.79;;;;;;;;;
2014;3;5;28.02;29.98;0;16.97;72.5;6.02;2.16;100.82;;;;;;;;;
2014;3;6;27.69;29.12;0.06;17.4;75.5;4.59;1.84;100.83;;;;;;;;;
2014;3;7;27.66;29.48;0.23;17.58;76.38;4.62;1.67;100.85;;;;;;;;;
2014;3;8;27.4;29.05;0.26;17.46;77.06;7.15;1.48;100.98;;;;;;;;;
2014;3;9;26.85;28.49;0;16.17;73.81;8.62;2.36;101.08;;;;;;;;;
2014;3;10;27.26;29.23;0.01;16.05;71.44;7.86;2.31;100.94;;;;;;;;;
2014;3;11;27.77;29.99;0;15.99;69.44;6.78;2.27;100.78;;;;;;;;;
2014;3;12;28.02;30.08;0;17.03;72.62;5.95;2.46;100.74;;;;;;;;;
2014;3;13;27.37;29.54;0;17.21;76.06;8.02;2.15;100.91;;;;;;;;;
2014;3;14;26.9;28.76;0;16.91;76.81;9.28;2.18;100.96;;;;;;;;;
2014;3;15;27.76;29.65;0;16.97;73.44;8.54;2.41;100.73;;;;;;;;;
2014;3;16;27.8;29.94;0;16.78;72.31;7.81;2.54;100.56;;;;;;;;;
2014;3;17;28.45;30.29;0;17.33;72.5;5.29;2.38;100.5;;;;;;;;;
2014;3;18;28.69;30.58;0.02;18.19;74.94;7.23;2.38;100.64;;;;;;;;;
2014;3;19;28.31;30.36;0.05;18.43;77.31;7.55;2.32;100.59;;;;;;;;;
2014;3;20;28.15;30.01;0.02;18.13;76.5;9.44;2.45;100.54;;;;;;;;;
2014;3;21;27.66;29.23;0.03;17.88;77.62;9.66;2.17;100.63;;;;;;;;;
2014;3;22;28.15;30.18;0.05;18.19;77.19;6.94;2.27;100.79;;;;;;;;;
2014;3;23;27.55;28.97;0.08;18.43;80.5;7.54;2.32;100.82;;;;;;;;;
2014;3;24;27.69;29.47;0.01;18.07;78.31;8.01;2.16;100.74;;;;;;;;;
2014;3;25;28.11;29.62;0.09;17.94;76.12;4.84;1.92;100.82;;;;;;;;;
2014;3;26;27.76;29.21;0.03;17.27;74.88;7.07;2.23;100.96;;;;;;;;;
2014;3;27;28.09;29.79;0;16.91;72;10;2.59;100.84;;;;;;;;;
2014;3;28;28.2;30.19;0;17.27;73.06;8.3;2.86;100.71;;;;;;;;;
2014;3;29;28.15;30.23;0;17.27;73.44;7.38;2.79;100.69;;;;;;;;;
2014;3;30;27.93;30.11;0;17.33;74.69;7.34;2.62;100.72;;;;;;;;;
2014;3;31;27.46;29.51;0;17.58;77.56;8.98;2.48;100.85;;;;;;;;;
2014;4;1;27.69;29.72;0;17.21;75.12;8.7;2.69;100.81;;;;;;;;;
2014;4;2;27.73;29.53;0;18.07;78.5;8.16;2.49;100.75;;;;;;;;;
2014;4;3;27.69;29.14;0.01;18.25;79;7.93;2.24;100.7;;;;;;;;;
2014;4;4;28.05;29.94;0;18.13;77.12;7.05;2.49;100.73;;;;;;;;;
2014;4;5;28.05;30.19;0;17.94;76.44;7.59;2.73;100.69;;;;;;;;;
2014;4;6;28.76;30.75;0.02;18.55;75.94;7.03;2.5;100.6;;;;;;;;;
2014;4;7;28.76;30.68;0.14;19.04;77.44;4.57;2.59;100.62;;;;;;;;;
2014;4;8;28.65;30.55;0.13;19.1;78.19;4.04;2.43;100.71;;;;;;;;;
2014;4;9;28.53;30.51;0.05;18.8;77.69;4.62;2.11;100.77;;;;;;;;;
2014;4;10;28.58;30.62;0.02;18.31;75.69;7.92;2.48;100.74;;;;;;;;;
2014;4;11;28.87;30.5;0;17.46;71;9.24;2.68;100.64;;;;;;;;;
